event_count,code_edit_count,cursor_move_count,editor_focus_count,mean_inter_event_time,std_inter_event_time,mean_edit_length,std_edit_length,large_edit_count
8,4,4,0,0.24978917863752162,0.3813867317311566,380.0,1.5811388300841898,4
7,3,4,0,0.7619189512915909,1.07333085778997,380.6666666666667,1.247219128924647,3
5,2,3,0,0.8691694375593215,1.2427555948919877,381.5,0.5,2
4,1,2,1,0.4171060975641012,0.5880584867564356,168.0,0.0,1
4,1,2,1,0.4171060975641012,0.5880584867564356,168.0,0.0,1
4,1,2,1,0.4171060975641012,0.5880584867564356,168.0,0.0,1
4,1,2,1,0.4171060975641012,0.5880584867564356,168.0,0.0,1
4,2,2,0,0.051248388985792794,0.07087013818176105,169.5,0.5,2
6,3,3,0,0.33328585848212244,0.5919694386538497,170.33333333333334,1.247219128924647,3
6,3,3,0,0.33328585848212244,0.5919694386538497,170.33333333333334,1.247219128924647,3
12,6,6,0,0.3452915038744157,0.5797090431818944,172.16666666666666,2.1147629234082532,6
10,5,5,0,0.4050921250341667,0.6243516684102669,172.8,1.7204650534085253,5
10,5,5,0,0.48730649064398474,0.791128694904892,174.0,1.4142135623730951,5
12,6,6,0,0.3379162916574966,0.635087392521049,175.5,1.707825127659933,6
12,6,6,0,0.3379162916574966,0.635087392521049,175.5,1.707825127659933,6
6,3,3,0,0.1863307749852538,0.2458943782903147,177.0,0.816496580927726,3
8,4,4,0,0.4816105178158198,0.8279898734850597,177.5,1.118033988749895,4
8,4,4,0,0.6004484643095306,0.8954821877592916,178.5,1.118033988749895,4
8,4,4,0,0.35279093456587624,0.5288101423616698,180.5,1.118033988749895,4
10,5,5,0,0.3843541203273667,0.524557773532351,181.0,1.4142135623730951,5
10,5,5,0,0.3843541203273667,0.524557773532351,181.0,1.4142135623730951,5
8,4,4,0,0.287395988058831,0.40281321713816287,181.5,1.118033988749895,4
6,3,3,0,0.23411720003932715,0.38325038550217194,182.0,0.816496580927726,3
3,1,2,0,0.6627468331716955,0.6611142088659108,184.0,0.0,1
5,1,4,0,0.6754799687769264,0.5527971008420003,184.0,0.0,1
6,1,5,0,0.6635604750365018,0.4950111161212126,184.0,0.0,1
8,2,6,0,0.5344899644010833,0.451070246600101,193.0,7.0,2
8,2,6,0,0.5344899644010833,0.451070246600101,193.0,7.0,2
7,2,5,0,0.43939262504378956,0.4172176501451823,193.0,7.0,2
5,2,3,0,0.4372802604921162,0.49624069249333413,193.0,7.0,2
12,6,6,0,0.42234145841476595,0.9644115374275543,199.33333333333334,6.101001739241042,6
12,6,6,0,0.1286234318024733,0.1721428412171976,203.5,1.707825127659933,6
12,6,6,0,0.1286234318024733,0.1721428412171976,203.5,1.707825127659933,6
14,7,7,0,0.22995639420472658,0.42016733728863254,204.14285714285714,2.2314999074019015,7
14,7,7,0,0.22995639420472658,0.42016733728863254,204.14285714285714,2.2314999074019015,7
6,3,3,0,0.347374708391726,0.6159155565061583,206.33333333333334,1.247219128924647,3
4,2,2,0,0.324111041923364,0.45625045708486656,210.5,0.5,2
8,4,4,0,0.298456529820604,0.42029371376350105,211.5,1.118033988749895,4
10,4,6,0,0.3385855880462461,0.39724230150880196,211.5,1.118033988749895,4
12,5,7,0,0.38493031822144985,0.4500446745501922,212.0,1.4142135623730951,5
11,4,7,0,0.4335496458224952,0.4677498602201557,212.5,1.118033988749895,4
13,5,8,0,0.37701184030932683,0.4360522551353356,214.0,1.4142135623730951,5
15,6,9,0,0.30517636898106765,0.4017275515213264,216.5,1.707825127659933,6
15,7,8,0,0.23671337496489286,0.32989082769588046,217.0,2.0,7
15,7,8,0,0.2680060416460037,0.41702960858387284,218.14285714285714,2.2314999074019015,7
16,8,8,0,0.2663792916884025,0.43601039577964346,220.375,6.263734908183775,8
14,7,7,0,0.35883933334396434,0.5193384945898321,224.14285714285714,7.953949089757174,7
16,8,8,0,0.3266963833322128,0.49005150163494565,234.125,7.7368840627218916,8
14,7,7,0,0.26063622756359667,0.39598258097031885,236.14285714285714,5.986379097073417,7
14,7,7,0,0.26038368905966097,0.3952991675729464,239.0,2.0,7
12,6,6,0,0.20026992794803597,0.3128379346713894,239.5,1.707825127659933,6
12,6,6,0,0.37777470077641984,0.6762637711407605,240.66666666666666,1.9720265943665387,6
6,3,3,0,0.6995790418237448,0.9188572120103223,244.0,1.632993161855452,3
12,6,6,0,0.44655173111029645,0.7044623763051778,246.0,2.3804761428476167,6
